ID,Dish_id,Language,Name,Ingredients of a standard portion for an adult,Recipe,Tip
502,486,en,Toasted Bread with Labneh,"Labneh,40,g;
Einkorn Bread,50,g;","Toast the breads in the preheated oven. After it cools down a bit, spread the labneh on it.",
503,487,en,Ice Cream,"Ice Cream,100,g;",,
504,488,en,Blackberry Tea,"Blackberry Tea,240,ml;",,
505,489,en,Strained Yogurt,"Strained Yogurt,200,g;",,
506,490,en,Peach Iced Tea,"Peach Iced Tea,240,ml;","Brew tea and let it cool. After peeling and removing the seeds from the peaches, mash them with a blender until puree. Mix the peach puree with the cooled tea and strain. You can consume it after cooling in the refrigerator.",
507,491,en,Susurluk Ayranı,"Susurluk Ayranı,240,ml;","Blend yogurt, milk, water and salt with a blender until foamy.",
508,492,en,Dried Mulberry,"Dried Mulberry,50,g;",,
509,493,en,Protein Milk,"Protein Milk,200,ml;",,
510,494,en,Olive paste,"Olive paste,10,g;",,
511,495,en,Crusty bread,"Crusty bread,36,g;",,
512,496,en,Broccoli Meatalls,"Broccoli,100,g;
Grated Cheddar Cheese,40,g;
Flour,20,g;
Egg,50,g;
Olive oil,5,g;
Salt,0,cloves;
Black pepper,0,g;","Steam the broccoli and mash it. Then add the cheddar cheese, flour, egg, olive oil and spices and mix. Keep the mixture in the refrigerator for 20 minutes, then shape it into meatballs and place it on the baking tray. Bake in a preheated 180 degree oven for 20-25 minutes.",
513,497,en,Grilled anchovy,"anchovy,160,g;
olive oil,10,ml;
salt,2,g;",Clean the fish bones. Add salt and mix. Cook on the grill.,
514,498,en,Grilled bonito,"Bonito,160,g;
olive oil,10,ml;
salt,2,g;",Clean the fish bones. Add salt and mix. Cook on the grill.,
515,499,en,Steamed sea bass,"sea bass,150,g;
mushrooms,30,g;
tomatoes,40,g;
parsley,5,g;
garlic,4,g;
bay leaf,2,g;
green pepper,20,g;
shallots,5,g;
butter,5,g;
salt,2,g;
black pepper,1,g;","First, thinly slice the peppers, garlic and onions that you will use in the steaming. Then put the butter in the pot and sauté the previously sliced ingredients. Add sliced mushrooms, finely chopped parsley and grated tomatoes into the pan and fry. Add 2 glasses of water to it. Add the fillet perch, black pepper, bay leaf and salt and cook for about 20 minutes.",
516,500,en,Mackerel in the oven,"mackerel,250,g;
salt,2,g;
bay leaf,2,g;
olive oil,10,ml;
lemon,5,g;
garlic,4,g;
tomatoes,50,g;
onion,20,g;","After washing the fish, cut the sides with a knife. Place the baking paper on the baking tray. Grate half of an onion, add olive oil and salt to it. Pour this mortar over the fish. Chop the garlic and tomatoes into small pieces and add them to the fish. Slice the lemon into circles and top with the bay leaves. Finally, pour the remaining olive oil on top. Cover the tray with foil and put it in the preheated 180 degree oven. After half an hour, remove the foil on the tray and bake for another 20 minutes.",
517,501,en,Tuna sandwich,"Tuna,60,g;
Cheddar Cheese,40,g;
Lettuce,30,g;
Tomatoes,50,g;
Cucumber,50,g;
Rye Bread,50,g;","Chop the tomato and cucumber into slices. Place tomato slices on 1 slice of bread. Place a slice of cheese on top. Divide the tuna fish evenly over the cheeses. Arrange the cucumbers on it, add the lettuce and cover the other 1 slice of bread on the slice you prepared.",
518,502,en,Fish Meatballs with Parsley,"Cooked bluefish,150,g;
Egg,50,g;
Bread crumbs,50,g;
Onion,80,g;
Parsley,20,g;
Salt;
Olive oil,10,g;","First, scrape the scales of the fish with a knife. Wash the fish that you have cleaned the scales thoroughly. Cut the fish into several pieces and put them in a saucepan. Add enough water to cover the fish. After adding salt to it, wait until it boils. 15 minutes after it starts to boil, take the pot from the stove and put the fish in another pot with the help of a strainer. After cooling, separate the meat parts of the fish from the skin and bones. Cut the fish meat into small pieces with a fork or by hand. Add the previously grated onions on the fish. Then add the bread crumbs, eggs, parsley and spices, and knead the mixture thoroughly. Cook the fish balls you have shaped in a little oil.",
519,503,en,Baked salmon,"Salmon,150,g;
Sweet potato,30,g;
Onion,25,g;
Broccoli,80,g;
Salt,2,g;
Pepper,1,g;
Olive oil,8,ml;","Sprinkle salt on the sliced ​​salmon and place in the baking dish. Finely chop the sweet potato, onion and mix with broccoli. Add oil and spices to it. Place this vegetable mix on the baking tray next to the salmon. Bake at 150°C for 40 minutes.",
520,504,en,Steamed Sea Bream,"Sea bream,150,g;
Tomato,40,g;
Garlic,3,g;
Bay leaf,2,g;
Green pepper,15,g;
Onion,15,g;
Lemon,15,g;
Olive oil,8,ml;
Salt,2,g;
Black pepper,1,g;","Slice all the vegetables into rings. Also clean the sea bream and fillet them by removing the bones. Place the sea bream fillets at the bottom of a large saucepan and sprinkle with salt and pepper. Then place the onion slices, tomato slices and lemon slices on top, respectively. Add the whole bay leaves as well. Finally, add olive oil and cook on very low heat for about 20-30 minutes.",
521,301,tr,Menemen,"Kuru soğan,40,g;
Domates,110,g;
Sivri biber,50,g;
Yumurta,50,g;
Zeytinyağı,7,g;
Tuz,1,g;","Soğanları, yemeklik doğrayın. Biberleri ince doğrayın. Tavaya yağ ve doğranmış soğanları, biberleri ve tuzu koyarak biraz pişirin. Domatesleri yıkayıp rendeleyin. Soğanlı biberli karışıma domatesleri ilave edin. Sebzeler pişene kadar pişirmeye devam edin. Pişmiş sebzelerin üzerine yumurtaları kırın, karıştırın ve pişmesini bekleyin",
522,302,tr,Yumurtalı Ekmek,"Yumurta, 50, g;
Süt, 10, g;
Ekmek, 50, g;
Zeytinyağı, 5, g;
Tuz, 1, g;","Yumurta, süt ve tuzu karıştırın
Ekmekleri yumurtalı sosa batırın
Fırında pişirme kağıdı üzerinde kızarana kadar pişirin.",
523,303,tr,"Meyveli Yulaf Bar

","Hindistan cevizi, 4, g;
Elma, 13, g;
Yulaf ezmesi, 25, g;
Bal, 3, g;
Süt, 12, g;
Muz, 21, g;",Tüm malzemeleri karıştırın. Elde ettiğiniz karışımı yağlı kağıda parçalar alarak koyun. 180 derecede ısıtılmış fırında 15 dakika pişirin.,
524,304,tr,Sandviç,"Domates, 50, g;
Salatalık, 50, g;
Beyaz peynir, 40, g;
Marul, 10, g;
Tam buğday ekmeği, 75, g;
Zeytin ezmesi, 3, g;","Domates, salatalık ve peyniri doğrayın. Ekmeğin içine zeytin ezmesini sürün ve diğer malzemeleri de ekleyerek ekmeğinizi kapatın.",
525,305,tr,Portakal Suyu,"Portakal Suyu,200,ml;",,
526,306,tr,Süt,"Süt,250,ml;",,
527,307,tr,Ayran,"Ayran,200,ml;",,
528,308,tr,Tavuklu Arpa Şehriye Salatası,"Arpa Şehriye,40,g;
Zeytinyağı,5,g;
Karabiber;
Tuz,1,g;
Su,150,ml;
Limon,5,g;
Salatalık Turşusu,20,g;
Maydonoz,20,g;
Yeşil Soğan,20,g;
Kırmızı Biber,40,g;
Tavuk Göğsü,50,g;
Kuru Soğan,20,g;","Suyu, tuzu, karabiberi ve soğanı koyup tavuk etlerini haşla. Tavuk etleri haşlandıktan sonra didikle. Daha sonra başka bir tencereye zeytinyağını  koyup arpa şehriyeleri de ilave edip şehriyeleri kavur
Üzerine tavukları haşladığın sudan  ekleyip pişir
Şehriyenin su çekme oranına göre kontrol edilerek su eklemeye devam et. Maydanoz, yeşil soğanları, kırmızı biberi ve turşuları küçük küçük doğra
Demlenen şehriyenin suyunu süzüp, tavuk etleriyle ve doğradığın sebzelerle bir servis kabına alıp karıştır
",
529,309,tr,Kabak Mücver,"Zeytinyağı, 5, g;
Tuz, 1, g;
Karabiber, 1, g;
Dereotu, 10, g;
Maydanoz, 15, g;
Yeşil Soğan, 10, g;
Un Karışımı, 20, g;
Yumurta, 50, g;
Kabak, 40, g;
Kuru Nane, 5, g;","Kabakları yıkayıp soyun
Rendenin ince tarafıyla rendeleyin
Taze soğanları ince doğrayın, maydanozları ve dereotunu kıyın
Hazırladığınız bu malzemelere, yumurta, un, tuz, karabiber ve naneyi koyarak iyice karıştırın
Kabak mücveri, sıvı yağla yağladığınız, ısıya dayanıklı cam bir kaba dökerek, 230 derecede ısıtılmış fırında üzeri kızarana dek pişirip, keserek servis yapabilirsiniz",
530,310,tr,Yoğurt,"Yoğurt,200,g;",,
531,311,tr,Muz,"Muz,170,g;",,
532,312,tr,Fındık,"Fındık,30,g;",,
533,313,tr,Mercimek Çorbası,"Zeytinyağı, 5, g;
Kırmızı Mercimek, 7, g;
Havuç, 15, g;
Buğday Unu, 3, g;
Tuz,0,g;
Domates Salçası, 2, g;
Su,0,ml;
Kuru Soğan, 10,g;","Mercimeği yıkayın
Bir tencerede su ile mercimeği kaynamaya bırakın
Soğanı ince ince doğrayın, havucu soyun ve rendeleyin
Hazırladığınız soğan, havuç ve tuzu kaynayan karışıma ekleyin ve yaklaşık 30 dakika pişirin
Çorbayı ateşten alarak isteğe göre süzebilirsiniz veya blenderden geçirdikten sonra tekrar ateşe koyabilirsiniz
Ardından tavada yağı ve unu hafif sararıncaya kadar kavurun, salçayı da ekleyin biraz daha kavurduktan sonra içine çorbadan birkaç kaşık ilave edip, ezin ve çorbaya karıştırarak ekleyin
Kaynayana kadar karıştırın, 5 dakika daha pişirdikten sonra mercimek çorbanız hazır olacak",
534,314,tr,Dereotlu Tavuk Köftesi,"Tavuk Göğüs, 50, g;
Sarımsak, 0, clove;
Yeşil Soğan, 10, g;
Dereotu, 20, g;
Yumurta Sarısı,1, piece;
Yumurta Akı (Yumurta Beyazı),1, piece;
Galeta Unu, 20, g;
Ekmek İçi, 10, g;","Tavuk etlerini yıkayıp, süzün
Robotun bıçaklı kısmında etleri çekerek kıyma kıvamına getirin
Etlerin üzerine tuz ve biber ekleyin
Ardından  yeşil soğanları, sarımsakları, ekmek içini, dereotunu ve yumurta sarısını ekleyin
Robotta  tüm malzemeleri karıştırın
Yumurta beyazı ile elinizi ıslatın ve ardından tavuk köftesini hazırlayın
Köfteleri önce yumurta sarısına ardından da galeta ununa batırıp az yağlı tavada pişirin",
535,315,tr,Salçalı Makarna,"Makarna, 70, g;
Zeytinyağı, 5, g;
Su, 125, ml;
Tuz, 0, g;
Biber Salçası, 5, g;
Domates Salçası, 5, g;","Derin bir tencerenin yarısına kadar su koyup ve içine tuzu da ekleyip ocağa koyun
Su kaynayınca makarnaları ekleyip ve pişmeye bırakın
Makarnalar pişerken bir tavaya yağı ekleyip ve ısıtın
Yağ ısınınca içine 1 tatlı kaşığı tuzu, domates ve biber salçasını koyup kısık ateşte 2-3 dakika karıştırarak kavurun ve altını kapatın
Makarnalar pişince süzgeç yardımıyla makarnaları iyice süzün
Daha sonra tencereye tekrar dökün
Makarnaların üzerine hazırladığınız salçayı da ekleyip salça iyice dağılana kadar karıştırın",
536,316,tr,Mevsim Salata,"Tuz, 0, g;
Zeytinyağı, 5, g;
Kırmızı Biber, 20, g;
Yeşil Soğan, 10, g;
Domates, 40, g;
Dereotu, 15, g;
Maydanoz, 15, g;
Roka, 5, g;
Kırmızı Lahana, 30, g;
Marul, 20, g;","Tüm sebzeleri doğrayıp bir kapta karıştırın. Üzerine yağ, tuz ve limon ilave edin.",
537,317,tr,Domates Çorbası,"Zeytinyağı, 5, g;
Buğday Unu, 10, g;
Domates, 40, g;
Domates Salçası, 5, g;
Süt(Yarım Yağlı), 10, g;
Tuz, 0, g;
Su, 150, ml;","Zeytinyağı ile unu biraz kavurun, salça ile rendelenmiş domates ekleyin.
Topaklanırsa bu aşamada el blender ile karıştırın
Daha sonra su ekleyin. Koyulaşana kadar karıştırarak pişirin. Servis yaparken tencereye sütü ve tuzu ilave edin",
538,318,tr,Karnıyarık,"Patlıcan, 200, g;
Dana Kıyma, 50, g;
Kuru Soğan, 20, g;
Domates, 40, g;
Çarliston Biber, 15, g;
Sarımsak, 0, clove;
Zeytinyağı, 5, g;
Salça, 5, g;
Tuz, 0, g;
Su, 0, ml;","Patlıcanları yıkayıp,alacalı soyun.Teflon tavaya yağ ilave edin ve patlıcanları arkalı önlü pişirin.Diğer tarafta, soğanı yemeklik doğrayın, tencereye koyun
İnce doğradığınız biberleri, yağı, tuzu ve doğradığınız sarımsakları tencereye koyun.
Kıymayı ilave edin ve kıymanın rengi dönene kadar karıştırarak pişirin.Kabuğu soyulmuş, doğranmış  domatesi de tencereye koyun ve pişirerek karnıyarığın içini hazırlayın.Teflon tavada pişirdiğiniz patlıcanları bir fırın kabına yerleştirin.
Patlıcanları bir çatal yardımıyla uzunlamasına açın, kaşıkla hazırladığınız içi doldurun.Kalan domatesi yuvarlak dilimler halinde keserek patlıcanların üzerine yerleştirin.Salça ile hazırladığınız salçalı suyu da patlıcanların üzerine dökerek 25-30 dakika kadar fırında pişirin",
539,319,tr,Pirinç Pilavı,"Beyaz Pirinç, 60, g;
Tereyağı, 5, g;
Su, 100, ml;
Tuz, 0, g;","Öncelikle pirinçleri yıkayın.Pirinçleri sıcak ve tuzlu suda 15 dakika bekletin. Tencereye tereyağını koyup eritin, pirinçleri ekleyin ve sürekli karıştırarak kavurun. Sonrasında su ve tuz ekleyin.Kısık ateşte ağzı kapalı şekilde pişirin. Pirinçler suyunu çekince birkaç dakika kadar daha pişirip altını kapatıp dinlendirin.",
540,320,tr,Cacık,"Yoğurt, 200, g;
Salatalık, 100, g;
Tuz, 2, g;",salatalığı rendeliyoruz. yoğurtla karıştırıyoruz.,
541,321,tr,Kabaklı Omlet,"Kabak, 100, g;
Yumurta, 60, g;
Un, 20, g;
Tuz, 2, g;
Zeytinyağı, 10, ml;",Kabağı soyup rendeleyin. Kalan malzemeleri ekleyip karıştırın. Omleti yapacağımız tavaya sıvı yağ ekleyin. Karışımı tavaya dökün. Kısık ateşte pişirin.,
542,322,tr,Havuç Suyu,"Havuç Suyu,200,ml;",,
543,323,tr,Tarçınlı havuçlu Kek,"Havuç,30,g;
Ceviz,25,g;
Şeker,30,g;
Yumurta,40,g;
Kabartma Tozu,1,g;
Vanilya,1,g;
yağ,25,ml;
süt,25,ml;
un,75,g;","Yumurta ile şekeri çırp. Daha sonra yağ, süt, un, kabartma tozu ve vanilyayı ekleyerek mikser ile çırp. Havuç rendesi ve cevizi ekleyerek karıştır. Kek kalıbına boşaltarak 170 derecede pişir",
544,324,tr,Sebzeli Krep,"yumurta,120,g;
un,30,g;
süt,50,ml;
havuç,50,g;
maydanoz,20,g;
dereotu,20,g;
biber,60,g;
beyaz peynir,30,g;
sıvı yağ,10,g;",Tüm malzemeleri karıştırıp az yağlı tavada pişiriyoruz.,
545,325,tr,Elma Suyu,"Elma Suyu,200,ml;",,
546,326,tr,Yulaf Tost,"yumurta,120,g;
yoğurt,200,g;
yulaf ezmesi,60,g;
kaşar,20,g;
tuz,2,g;","Yumurta, yoğurt, tuz ve yulafı çırpın. Tost makinesinde yağlı kağıt arasında karışımı yayın. Arasına kaşar ekleyip katlayın",
547,327,tr,Ballı Süt,"süt,250,ml;
bal,5,g;",,
548,328,tr,Muzlu Yulaflı Pankek,"muz,170,g;
yumurta,120,g;
yulaf ezmesi,60,g;
tarçın,2,g;
kabartma tozu,2,g;
zeytinyağı,10,ml;
bal,5,g;",Bal hariç tüm malzemeleri  mikserle karıştırın. Tavayı ısıtıp yağlayın.  Parçalar alarak tavada önlü arkalı pişirin. Üzerine bal ekleyin.,
549,329,tr,Greyfurt Suyu,"Greyfurt Suyu,200,ml;",,
550,330,tr,Ayva,"Ayva,200,g;",,
551,331,tr,Kefir,"Kefir,200,ml;",,
552,332,tr,Kuru Erik,"Kuru Erik,40,g;",,
553,333,tr,Leblebi,"Leblebi,60,g;",,
554,334,tr,Karnabahar Böreği,"karnabahar,150,g;
yumurta,60,g;
un,15,g;
süt,15,ml;
zeytinyağı,10,ml;
havuç,25,g;
maydanoz,10,g;
kabartma tozu,2,g;
tuz,2,g;
karabiber,2,g;
kaşar,20,g;",Karnabaharları haşlayın ve ezin. Üzerine havucu rendeleyin. Kalan malzemeleri ekleyip karıştırın. Borcamı yağlayıp karışımı yayın. 200 derece fırında kızarana kadar pişirin. Üzerine kaşar rendesi ekleyin.,
555,335,tr,Domatesli Yulaflı Poğaça,"yulaf,60,g;
yumurta,20,g;
yoğurt,25,g;
kabartma tozu,2,g;
domates,25,g;
beyaz peynir,20,g;
maydanoz,20,g;
karabiber,2,g;
Tuz,2,g;
Çörek otu,2,g;",Tüm malzemeleri bir kaba alın ve karıştırın. Fırın tepsisine şekil vererek dizin. 180 derece fırında üzeri kızarana kadar pişirin,
556,336,tr,Yumurtalı Ispanak,"ıspanak,200,g;
yumurta,60,g;
soğan,100,g;
zeytinyağı,10,ml;
tuz,2,g;",Ispanakları ve soğanı sıvı yağda pişirin. Soğuyunca üstüne yumurta kırıp fırında 10 dk daha pişirin.,
557,337,tr,Mercimek Köftesi,"su,100,ml;
bulgur,50,g;
kırmızı mercimek,25,g;
kuru soğan,25,g;
zeytinyağı,10,ml;
salça,2,g;
karabiber,1,g;
maydanoz,20,g;
yeşil soğan,20,g;
marul,20,g;
tuz,2,g;","Kırmızı mercimeği haşlayın. Üzerine bulgur ekleyin. Bulgur şişene kadar bekletin. Soğanı yağ ve salçada soteleyin. Karabiberi ve tuzu ekleyip karıştırın. Mercimek, bulgur, soğan, salça ve baharatları yoğurun. Marul hariç yeşillikleri doğrayın. Karıştırıp hamura şekil verin. Marul yapraklarını servis tabağına yerleştirin ve hazırladığınız köfteleri de marul yapraklarının üzerine dizin.",
558,338,tr,Köfteli Çorba,"kıyma,50,g;
soğan,20,g;
ekmek,10,g;
tuz,2,g;
karabiber,2,g;
un,15,g;
yoğurt,20,g;
yumurta,12,g;
limon suyu,2,ml;","Kıyma, soğan, ekmek, tuz ve karabiberi karıştırıp köfte karışımı yapın. Köfte karışımını yoğurup küçük küçük köfte yapın. Köfteleri az miktarda una bulayın. Köfteleri kaynar suyun içine atın. Yoğurt, un, yumurta ve limon suyunu karıştırıp sos yapın. Köfteler pişince sosu ekleyin.",
559,339,tr,Bulgur Pilavı,"Bulgur,40,g;
Soğan,40,g;
Domates,50,g;
Biber,50,g;
zeytinyağı,5,ml;
su,150,ml;
tuz,2,g;",Soğanı yağda soteleyin. üzerine domates ve biberi ekleyip soteleyin. Bulguru yıkayın. Tencereye ilave edin. Üzerine su ve baharatları ekleyin. Kısık ateşte pişirin. ,
560,340,tr,Havuçlu Yeşil Mercimek,"yeşil mercimek,30,g;
havuç,30,g;
zeytin yağı,5,ml;
tuz,2,g;
su,150,ml;",Mercimeği yıkayıp ve yumuşayana kadar haşlayın. Zeytinyağında havucu soteleyin. Mercimeği ve tuzu ekleyip birkaç dakika soteleyin.,
561,341,tr,Vişne Suyu,"Vişne Suyu,200,ml;",,
562,342,tr,Zeytinyağlı Biber Dolması,"dolmalık biber,80,g;
dolmalık fıstık,5,g;
tarçın,1,g;
kuru nane,2,g;
kuş üzümü,4,g;
tuz,2,g;
zeytinyağı,15,ml;
pirinç,30,g;
soğan,30,g;
su,100,ml;
domates,20,g;","Soğanı doğrayın. Pirinçleri yıkayın. Kuş üzümlerini bir kaseye koyup, üzerine kaynar su ekleyin. Kuş üzümlerini kaseden alın. Dolmalık biber  ve domates hariç tüm malzemleri karıştırın. Dolmalık yeşil biberlerin içlerini harçla doldurun. Üzerini domatesle kapatın. Dolmaları dik bir şekilde tencereye dizin. Üzerine pişirme suyu olarak kaynar su ekleyin ve pişirin.",
563,343,tr,Etli Sebzeli Şehriye Pilavı,"Dana Eti,50,g;
Su,70,ml;
zeytinyağı,5,ml;
şehriye,70,g;
Et Suyu,100,ml;
Tereyağı,3,g;
tuz,2,g;
Karabiber,1,g;
havuç,100,g;",Tencereye sıvı yağı alın ve kuşbaşı doğranan etleri ekleyin. Eti soteleyin.Üzerine suyu dökün ve tencerenin kapağını kapatın. 15 dakika pişirin. Pişen etin suyunu süzün. Aynı tencerede tereyağını eritin. Üzerine havucu ve şehriyeyi ekleyip soteleyin. Üzerine eti ekleyin ve et suyunu da dökün. Baharatları ekleyerek kısık ateşte 20 dakika pişirin.,
564,344,tr,Yeşil elma,"Yeşil elma,200,g;",,
565,345,tr,Ceviz,"Ceviz,30,g;",,
566,346,tr,Kuru Üzüm,"Kuru Üzüm,45,g;",,
567,347,tr,Antep Fıstığı,"Antep Fıstığı,60,g;",,
568,348,tr,Tam Buğday Ekmek,"Tam Buğday Ekmek,50,g;",,
569,349,tr,Tam Yağlı Peynir,"Tam Yağlı Peynir,60,g;",,
570,350,tr,Ezogelin Çorbası,"salça,5,g;
zeytinyağı,5,ml;
un,3,g;
su,180,ml;
tuz,2,g;
limon suyu,3,ml;
soğan,15,g;
bulgur,10,g;
kırmızı mercimek,10,g;
kuru nane,2,g;","Suyu ve ayıklayıp yıkadığınız mercimeği ve bulguru tencereye koyun. Kaynatın. Tencereye, rendelediğiniz soğanı ve tuzu ilave edip, 40 dakika pişirin.Tavada yağın üzerine unu ilave edin ve kavurun. Salça, naneyi koyup, içine sıcak çorbadan ekleyerek ezin. Salçalı karışımı çorbaya ilave edin. Kaynayıncaya kadar karıştırarak pişirin. Limon suyu ile sıcak servis yapın",
571,351,tr,Limonlu Tavuk,"tavuk göğsü,200,g;
zeytinyağı,5,ml;
biberiye,2,g;
karabiber,2,g;
tuz,2,g;
tereyağı,5,g;
sarımsak,2,g;
limon,30,g;
ceviz,10,g;
maydanoz,10,g;","Yıkadığınız tavuk göğüslerini ince ince dilimleyin. Üzerlerini kuruladıktan sonra zeytinyağı, biberiye, karabiber ve tuz ile harmanlayın. Tavukları yağlı kağıt üzerinde fırın tepsisine dizin. Üzerine tereyağı sürün. Sos için maydanozu incecik kıyın. Sarımsağı ve limon kabuklarını rendeleyin. Limonun suyunu sıkın. Sosu tavukların üzerine ekleyin. 200 derece fırında tavuklar kızarana kadar pişirin.",
572,352,tr,Pancar Salatası,"pancar,30,g;
zeytinyağı,5,ml;
ceviz,10,g;
tuz,2,g;
dereotu,10,g;
yoğurt,200,g;","Pancarların kabuklarını ince ince soyun, ardından rendeleyin. Zeytinyağını tavaya alın. Rendelenmiş pancarları soteleyin.
Pancarlar yumuşadığında ocağı kapatın ve soğuması için kenara alın.
Bir kasede yoğurt ve tuzu karıştırın. Yoğurt karışımına kıyılmış dereotu ve pancarı ekleyin. İyice karıştırın. Üzerine ceviz ekleyin.",
573,353,tr,Zeytinyağlı Barbunya,"taze barbunya,200,g;
zeytinyağı,10,ml;
soğan,20,g;
patates,20,g;
havuç,40,g;
domates,40,g;
sıcak su,40,ml;
salça,1,g;
tuz,2,g;",Barbunyayı haşlayın. Yağda soğanları soteleyin. Patates ve havucu küp küp doğrayın. Salça ilave edin. Haşlanmış barbunyaları tencereye ekleyin. Rendelenmiş domatesi ve tuzu ekleyin. Kısık ateşte pişirin.,
574,354,tr,İzmir Köfte,"kıyma,60,g;
ekmek,10,g;
soğan,10,g;
yumurta,20,g;
domates,40,g;
yeşil biber,20,g;
zeytinyağı,5,ml;
salça,2,g;
su,50,ml;
tuz,2,g;
karabiber,2,g;","Kıymayı, yumurtayı, ekmek içini, tuzu, karabiberi ve rendelenmiş soğanı bir kaba koyun ve karıştırarak yoğurun. Köfte hamurundan uzun köfteler hazırlayın. Yağı ve salçayı koyup pişirin. Üzerine suyu koyun.  Su kaynayınca, köfteleri, dizin. Köftelerin üzerine yuvarlak kesilmiş domatesleri ve iki-üç parçaya kesilmiş biberleri ekleyin. Tencerenin kapağını kapatın. Kısık ateşte pişirin.",
575,355,tr,Semizotu Salatası,"semizotu,120,g;
zeytinyağı,5,ml;
sarımsak,5,g;
yoğurt,100,g;
tuz,1,g;","Semizotlarını yıkayın, doğrayın. Sarımsakları ezin. Tüm malzemeleri karıştırın.",
576,356,tr,Kuru Fasulye,"zeytinyağı,3,ml;
su,150,ml;
salça,5,g;
kuru fasulye,130,g;
soğan,50,g;
tuz,1,g;
karabiber,1,g;",Önceden suda beklettiğiniz kuru fasulyelerin üzerini geçecek şekilde tancereye su koyun ve kaynatın. Soğanları doğrayın. Başka bir tencereye soğanları ve yağı koyup soteleyin. Üzerine salçayı ilave edin ve soteleyin. Tuzu ve karabiberi de ekleyip bir kaç kez daha karıştırın. Fasulyeleri ve sıcak suyu tencereye ekleyip kaynatmaya devam edin. Fasulyeler iyice pişince ocağı kapatın.,
577,357,tr,Kuskus Pilavı,"arpa şehriye,10,g;
kuskus,50,g;
su,100,ml;
zeytinyağı,3,ml;
tuz,1,g;","Şehriyeyi yağda kavurun, üzerine kuskusları ekleyin ve kavurmaya devam edin. Daha sonra kaynamış suyu ilave edip tuzu ekleyin. Kısık ateşte suyunu çekene kadar pişir",
578,358,tr,Yoğurt Çorbası,"şehriye,15,g;
taze fesleğen,5,g;
tam buğday unu,8,g;
yumurta,30,g;
yoğurt,50,g;
süt,100,ml;
su,50,ml;
tuz,1,g;","Yumurta, yoğurdu ve sütü çırpın. Üzerine un ekleyip karıştırın. Üzerine su ekleyin. Şehriye ekleyin. Şehriyeler pişince tuzu ekleyin. Çorba pişince üzerine fesleğenleri ekleyin.",
579,359,tr,Türlü Yemeği,"kabak,50,g;
patlıcan,50,g;
patates,50,g;
soğan,25,g;
domates,50,g;
salça,2,g;
zeytinyağı,10,ml;
su,20,ml;
tuz,2,g;
karabiber,1,g;",Sebzeleri yıkayıp doğrayın. Yağda soğanları kavurun. Üzerine malzemeleri ekleyin. Orta ateşte pişirin.,
580,360,tr,Kabak Mantısı,"kabak,60,g;
kıyma,30,g;
kapya biber,20,g;
soğan,20,g;
yoğurt,40,g;
zeytinyağı,5,ml;
tuz,1,g;","Kabağı soymadan halka şeklinde doğrayın. Kapya biberi de halka şeklinde doğrayın. Kabağı ve biberi zeytinyağında soteleyin, biraz tuz ekleyin. Servis tabağına alın. Kıyma ve soğanı yağsız bir şekilde kavurun. Tuz ekleyip kabağın üstüne gezdirin. Üzerine yoğurt ekleyin.",
581,361,tr,İç Pilav,"soğan,15,g;
kuş üzümü,2,g;
dolmalık fıstık,1,g;
dereotu,10,g;
pirinç,25,g;
tuz,1,g;
karabiber,1,g;
tarçın,1,g;
su,50,ml;
zeytinyağı,3,ml;","Soğanları yağda kavurun. Soğanlara, ayıklanıp, yıkanmış kuş üzümünü ve çam fıstıklarını ekleyerek biraz soteleyin. Suyunu koyun, tuz ve baharatları ilave edin, kaynamaya bırakın. Diğer tarafta, pirinci ayıklayın, yıkayın. Su kaynayınca pirinci ekleyin, karıştırın. Ocağın altını kısın. İnce kıyılmış dereotlarını da ekleyip karıştırın. Kısık ateşte pişirin.",
582,362,tr,Yarım Yağlı Süt,"Yarım Yağlı Süt,250, ml;",,
583,363,tr,Şeftali Suyu,"Şeftali Suyu,200,ml;",,
584,364,tr,Kiraz,"Kiraz,180,g;",,
585,365,tr,Limonata,"Limonata,200,ml;",,
586,366,tr,Nar Suyu,"Nar Suyu,200,ml;",,
587,367,tr,Böğürtlen Suyu,"Böğürtlen Suyu,200,ml;",,
588,368,tr,Karadut Suyu,"Karadut Suyu,200,ml;",,
589,369,tr,Yeşil Zeytin,"Yeşil Zeytin,50,g;",,
590,370,tr,Lor Peyniri,"Lor Peyniri,60,g;",,
591,371,tr,Siyez Ekmeği,"Siyez Ekmeği,50,g;",,
592,372,tr,Kaşarlı Sandviç,"ekmek,75,g;
kaşar,50,g;",Kaşar peyniri dilimlenmiş ekmeklerin arasına yerleştirlir,
593,373,tr,Kuşburnu Çayı,"Kuşburnu Çayı,200,ml;",,
594,374,tr,Kıymalı Erişte,"Kıyma,80,g;
Erişte,200,g;
Zeytinyağı,7,g;
Salça,7,g;
Tuz,2,g;","Kıymayı az su ile sotele, zeytinyağı ve salçayı ekle karıştır, erişteleri ve suyu ekle, suyu çekene kadar pişir.",
595,375,tr,Patatesli yumurta,"Yumurta,60,g;
Patates,200,g; 
Zeytinyağı,10,g; 
Tuz,2,g;","Küp şeklinde doğranmış patatesleri bir tavada zeytinyağı ile sotele.Tuz ekle, kapağını kapat, patatesler yumuşuncaya kadar pişir. Üzerine çırpılmış yumurtaları ekle ve pişir. ",
